date,strategy_equity,spy_equity,qqq_equity,gross_close,cash_close,trade_at_open,turnover,cost_fraction,cumulative_turnover,strategy_return_index,spy_return_index,qqq_return_index
2008-01-02,2.175906778077857,1.1112501123143572,0.5343451465950307,1.0,1.1102230246251563e-16,False,0.0,0.0,186.79775025559536,-0.020666544262969433,-0.01091930742404168,-0.016773953631226246
2008-01-03,2.183039650954796,1.1107133982767083,0.5365710114882528,0.9999999999999996,3.3306690738754696e-16,False,0.0,0.0,186.79775025559536,-0.017456176468593543,-0.011397015805071575,-0.012678233191619759
2008-01-04,2.091880477455173,1.0834939889751547,0.513039195888099,1.0,1.1102230246251563e-16,True,0.4266729468294054,0.0002133364734147,187.2244232024248,-0.05848515312557179,-0.03562395797151097,-0.055978138063691896
2008-01-07,2.101806655799323,1.0825736496475504,0.5106013012791909,1.0,0.0,False,0.0,0.0,187.2244232024248,-0.05401757269520702,-0.03644311636750508,-0.06046400547177955
2008-01-08,2.050856056093028,1.065091965914149,0.4973510207403387,1.0,0.0,False,0.0,0.0,187.2244232024248,-0.07694944982567786,-0.05200288609244641,-0.08484528979804362
2008-01-09,2.0951235654582,1.076286498460084,0.5079511416274974,1.0,0.0,False,0.0,0.0,187.2244232024248,-0.05702550209030577,-0.04203906617387054,-0.06534045286385326
2008-01-10,2.056702084985073,1.0833401610650526,0.5086933162305295,1.0,1.1102230246251563e-16,False,0.0,0.0,187.2244232024248,-0.07431826556040244,-0.03576087423741292,-0.06397480856951565
2008-01-11,2.0346941734039468,1.0745991549400389,0.4987292844904314,1.0,0.0,True,0.4156974759381172,0.000207848737969,187.64012067836288,-0.08422359988788619,-0.04354090529984722,-0.08230920459825786
2008-01-14,2.100230935202115,1.0832636988203623,0.5074212791326698,1.0,0.0,False,0.0,0.0,187.64012067836288,-0.0547267739869568,-0.03582893032046397,-0.06631543057110534
2008-01-15,2.099314298661532,1.0594179088798648,0.4934289651870445,1.0,0.0,False,0.0,0.0,187.64012067836288,-0.05513933432271567,-0.057053144534712996,-0.09206209938240528
2008-01-16,2.0449207435236776,1.050293852368991,0.4881292577341128,1.0,0.0,False,0.0,0.0,187.64012067836288,-0.07962081894313433,-0.06517411391223893,-0.1018138683262455
2008-01-17,1.945490914174812,1.023074114550811,0.4813449657480178,1.0,1.1102230246251563e-16,False,0.0,0.0,187.64012067836288,-0.12437225745172087,-0.08940134847860581,-0.11429735887426573
2008-01-18,1.9625137248920184,1.0125690562735927,0.4807091589934765,0.4995638120311637,0.5004361879688363,True,0.4999999999999999,0.0002499999999999,188.14012067836288,-0.11671062037517022,-0.09875149405001304,-0.11546728016110763
2008-01-22,1.9409689328845217,1.0022951915718872,0.4683072326444691,0.4940089608431079,0.505991039156892,False,0.0,0.0,188.14012067836288,-0.1264075135612267,-0.1078958631726683,-0.1382875435979397
2008-01-23,1.9560371272612325,1.0263710252797076,0.4665051447901023,0.4979068272100747,0.5020931727899254,False,0.0,0.0,188.14012067836288,-0.11962561140469352,-0.0864668959094117,-0.14160348971918546
2008-01-24,2.001149776283484,1.0350354049017183,0.4760450700334082,0.5092256966665165,0.4907743033334835,False,0.0,0.0,188.14012067836288,-0.09932128269469187,-0.07875506712999192,-0.12404947423050705
2008-01-25,2.006287760082281,1.0200832991881457,0.4662933974669344,0.5104825405099392,0.4895174594900607,False,0.0,0.0,188.14012067836288,-0.0970087757987661,-0.09206335741564975,-0.1419931170690627
2008-01-28,2.019690167986427,1.0369522172849908,0.4698972907831498,0.5045387489698805,0.4954612510301195,True,0.2134599866243399,0.0001067299933121,188.3535806649872,-0.09097661183834149,-0.07704898665488014,-0.13536174444517535
2008-01-29,2.0141392891891043,1.042089231765,0.4707451743187985,0.5031732796758749,0.4968267203241251,False,0.0,0.0,188.3535806649872,-0.09347495476816214,-0.07247672899357083,-0.1338015895867486
2008-01-30,1.994555555397023,1.0344220643610662,0.4703213031491031,0.4982951391772094,0.5017048608227905,False,0.0,0.0,188.3535806649872,-0.10228921367119082,-0.07930097779403644,-0.13458153711131204
2008-01-31,2.004688601505211,1.053283928569248,0.4783772086442819,0.5008310933815694,0.4991689066184306,False,0.0,0.0,188.3535806649872,-0.09772852607085114,-0.06251276287503127,-0.11975820398960568
2008-02-01,2.0261644518323862,1.07022939103994,0.4832531861237772,0.5061219160079471,0.4938780839920529,False,0.0,0.0,188.3535806649872,-0.08806266219851067,-0.04743026293122854,-0.11078612276102706
2008-02-04,2.02975553656259,1.0567340923041508,0.4764691294647815,0.4996229874489949,0.500377012551005,True,0.013480256268665,6.7401281343325365e-06,188.3670609212559,-0.08644638458307818,-0.05944190573980801,-0.1232691802935425
2008-02-05,1.9964306223744457,1.0284411727981433,0.4629012514738869,0.4912705704813821,0.5087294295186179,False,0.0,0.0,188.3670609212559,-0.10144528237724082,-0.0846243377682886,-0.1482348623430727
2008-02-06,1.983462184357838,1.020160254207775,0.4537852444656953,0.4879443532608243,0.5120556467391757,False,0.0,0.0,188.3670609212559,-0.10728212490481237,-0.09199486273270774,-0.16500884370408853
2008-02-07,1.987515174842196,1.0269074108007303,0.4569652666122165,0.4889885498989004,0.5110114501010996,False,0.0,0.0,188.3670609212559,-0.10545795246456557,-0.08598947992830919,-0.1591574186047625
2008-02-08,2.0020805634510777,1.0203138357304071,0.4621591239362737,0.4927062226490323,0.5072937773509677,False,0.0,0.0,188.3670609212559,-0.09890235343605869,-0.09185816576675165,-0.1496004200343113
2008-02-11,2.021018066336165,1.0255274767134197,0.4671409986100637,0.5038705443779243,0.4961294556220756,True,0.0136281512807029,6.814075640351462e-06,188.3806890725366,-0.09037895053556033,-0.0872177058224275,-0.1404334818292421
2008-02-12,2.0079013830157195,1.0350354049017183,0.4644911684163085,0.5006295620217261,0.4993704379782738,False,0.0,0.0,188.3806890725366,-0.09628251540030508,-0.07875506712999192,-0.1453093229996104
2008-02-13,2.019602722791094,1.0456162683903756,0.4746670416104148,0.503522855392061,0.496477144607939,False,0.0,0.0,188.3806890725366,-0.09101596922542998,-0.0693374502753874,-0.12658512641478792
2008-02-14,2.0210055267152227,1.036415667505655,0.466081226554988,0.5038674660709976,0.4961325339290023,False,0.0,0.0,188.3806890725366,-0.09038459437583646,-0.07752654883594623,-0.14238352384684816
2008-02-15,2.0060956936916003,1.0361853773508627,0.4644911684163085,0.5001800780457258,0.4998199219542741,False,0.0,0.0,188.3806890725366,-0.09709522115755231,-0.07773152118489934,-0.1453093229996104
